"Imagename","att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12","att13","att14","att15","att16","att17","att18","att19","att20","att21","att22","att23","att24","att25","att26","att27","att28","att29","att30","att31","att32","att33","att34","att35","att36","att37","att38","att39","att40","att41","att42","att43","att44","att45","att46","att47","att48","att49","att50","att51","att52","att53","att54","att55","att56","att57","att58","att59","att60","att61","att62","att63","att64","att65","att66","att67","att68","att69","att70","att71","att72","att73","att74","att75","att76","att77","att78","att79","att80","att81","att82","att83","att84","att85","att86","att87","att88","att89","att90","att91","att92","att93","att94","att95","att96","att97","att98","att99","att100"
"Image5038","1","1","1","0","1","1","1","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","1","1","1","1","0","0","1","0","1","0","0"
"Image5039","1","1","0","1","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0"
"Image5040","1","0","1","0","1","0","0","0","0","1","0","0","1","1","1","0","1","1","1","0","1","0","1","0","1","1","1","1","0","0","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","0","1","1","1","1","0","0","1","1","1","1"
"Image5041","0","0","1","1","0","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","1","1","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0","1","1","0","1","0","1","1","1","1","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","1","1","1","0","1","1","1","1"
"Image5042","1","0","0","0","1","1","1","0","0","0","1","1","1","0","0","1","1","0","0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0"
"Image5043","0","1","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1","1","1","0","1","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0"
"Image5044","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","1","1","0","0","1","1","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","1"
"Image5045","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","1","0","1","0","0","1","1","0","1","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","0","0","0","0"
"Image5046","1","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1"
"Image5047","0","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","1","0","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","1"
"Image5048","1","0","1","0","0","1","1","0","1","0","1","0","0","0","1","1","0","1","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0","1","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","1","1","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1","0","1","0","0","1","1"
"Image5049","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","1","1","0","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","1","1","0","1","0","1","1","1"
"Image5050","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0"
"Image5051","1","0","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","1","1","1","0","1","1","0","0","1"
"Image5052","1","1","1","1","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","1","1","1","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","1","0"
"Image5053","1","1","0","0","1","1","1","0","1","0","1","0","1","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","0","1","1","1","1","0","0","0","1","1","1"
"Image5054","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","1","1","1","1","0","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","0","1","1","0"
"Image5055","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","1"
"Image5056","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","1","1","1","1","0","1","0","0","0"
"Image5057","1","1","0","0","0","0","1","1","1","0","0","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","1","0","1","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","1","1","0","1","1","0","0","0","0"
"Image5058","1","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","1","0","1","1","0","1","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","1","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0"
"Image5059","0","0","0","1","1","1","0","1","0","1","1","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","0","0","1","0","0","1","1","1","0","1","1","1","0","0","1","0","1","1","0","1","0","1","0","1","1","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1"
"Image5060","1","1","1","1","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","1","1","1","1","0","1","0","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","1","0","0"
"Image5061","0","1","1","1","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","0","1","1","0","0","1","0","1","1","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0"
"Image5062","0","1","1","0","0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","1","1","1","1","1","0","1","1","0","0","1","0","1","0","0","1","1","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","1"
"Image5063","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","1","1","1","1","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","0","1","1","1","1","0","0","0","1","0","0","1"
"Image5064","0","1","1","1","1","0","1","0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","1"
"Image5065","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","1","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","1","1","1","0","1","0","1","1","0","0","1","1","1","1","0","1","0","1","0","1","0","0","1","1"
"Image5066","0","0","0","1","0","1","0","1","0","1","1","0","0","1","1","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","1","1","1","1","0","1","0","1","1","1","1","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0"
"Image5067","0","1","0","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","1","1","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","1","0","1","0","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","1","1","1","0","0","0","1","1","1"
"Image5068","0","0","0","1","0","1","0","0","1","0","0","1","1","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","0","1","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1"
"Image5069","1","1","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","1","1","0","1","0","1","0","0","0","1","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1"
"Image5070","1","0","0","0","1","1","0","1","0","0","0","0","1","1","1","1","0","1","0","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","1"
"Image5071","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","1","0","1","1","0","1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","1","1","1"
"Image5072","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","1","0","1","0"
"Image5073","0","1","1","1","0","0","0","0","0","1","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","0","0","0","1"
"Image5074","1","0","0","0","1","1","0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0","1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","1"
"Image5075","1","1","0","1","1","1","0","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","0","1","1","0","1","1","1","0","1","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0","1","1","0"
"Image5076","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","1","1","0","1","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","1"
"Image5077","1","1","1","1","1","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","0","0","0","1","1","1","0","0","1","0","1","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","1","0","1","1","0","1","0","1","1","1","0","0","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","1","0","1"
"Image5078","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","0","1","0","0","1","1","1","0","0","0","0","1","0","1","0","1","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","1","1","1"
"Image5079","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0"
"Image5080","1","1","1","1","1","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1"
